Department,Department Name,Division,Gender,Base Salary,How much pay for overtime/year?
POL,Department of Police,PSB 3rd District Patrol,M,72595,3659.74
POL,Department of Police,PSB 4th District Patrol,M,65476,8035.74
POL,Department of Police,PSB 2nd District Patrol,F,61120,42.59
POL,Department of Police,PSB 2nd District Patrol,M,70139,6740.03
POL,Department of Police,PSB 2nd District Patrol,F,61120,9318.2
POL,Department of Police,PSB 2nd District Patrol,M,61120,7871.98
POL,Department of Police,PSB 6th District Patrol,M,72595,11129.19
POL,Department of Police,PSB 4th District Patrol,M,72595,830.87
POL,Department of Police,PSB 4th District Patrol,M,61120,16094.54
POL,Department of Police,PSB 3rd District Patrol,F,61120,7104.6
POL,Department of Police,PSB 4th District Patrol,M,61120,9494.81
POL,Department of Police,PSB 2nd District Patrol,M,61120,3758.6
POL,Department of Police,PSB 4th District Patrol,F,61120,1725.26
POL,Department of Police,PSB 2nd District Patrol,M,72595,1223.69
POL,Department of Police,PSB 3rd District Patrol,M,61120,10485.59
POL,Department of Police,MSB Information Management and Technology Division,M,119127.19,0
POL,Department of Police,PSB 5th District Patrol,F,72595,20373.74
POL,Department of Police,FSB Animal Services Division,F,55549.6,9572.92
POL,Department of Police,FSB Traffic Division School Safety Section,F,19118.69,0
POL,Department of Police,MSB Information Management and Technology Division,M,94143.24,2316.44
POL,Department of Police,FSB Animal Services Division,F,68479.67,0
POL,Department of Police,MSB Personnel Division,F,59268.07,0
POL,Department of Police,MSB Communications Division,F,53746.45,7568.64
POL,Department of Police,MSB Communications Division,F,52563.77,8067.6
POL,Department of Police,MSB Communications Division,F,59121.1,7049.84
POL,Department of Police,MSB Communications Division,F,53746.45,6488.62
POL,Department of Police,MSB Communications Division,F,53746.45,9298.11
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.58,0
POL,Department of Police,FSB Animal Services Division,F,100806.75,0
POL,Department of Police,FSB Security Services Division,M,46533.74,11744.87
POL,Department of Police,FSB Traffic Division School Safety Section,M,19023.82,0
POL,Department of Police,MSB Training and Education Division,F,54339,0
POL,Department of Police,MSB Training and Education Division,M,52500,151.45
POL,Department of Police,MSB Training and Education Division,M,52500,965.53
POL,Department of Police,FSB Animal Services Division,F,58163.31,6.74
POL,Department of Police,PSB 6th District Patrol,F,61844.94,2545.38
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.58,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,17975.81,0
POL,Department of Police,FSB Animal Services Division,F,46533.74,5898.41
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,F,58163.32,0
POL,Department of Police,MSB Communications Division,M,50786.26,2065.62
POL,Department of Police,MSB Communications Division,M,50786.26,4373.01
POL,Department of Police,MSB Communications Division,F,53746.46,6059.86
POL,Department of Police,PSB 2nd District Patrol,M,59053,7511.89
POL,Department of Police,PSB 2nd District Patrol,M,59053,2502.53
POL,Department of Police,PSB 2nd District Patrol,M,59053,4394.52
POL,Department of Police,PSB 5th District Patrol,F,59053,4483.43
POL,Department of Police,PSB 4th District Patrol,M,59053,5951.67
POL,Department of Police,PSB 3rd District Patrol,M,59053,5350.23
POL,Department of Police,PSB 2nd District Patrol,M,59053,1107.55
POL,Department of Police,PSB 1st District Patrol,M,61120,377.82
POL,Department of Police,PSB 2nd District Patrol,F,56241,3281.82
POL,Department of Police,PSB 4th District Patrol,M,59053,7525.31
POL,Department of Police,PSB 1st District Patrol,M,63260,12808.24
POL,Department of Police,PSB 3rd District Patrol,F,59053,2778.27
POL,Department of Police,PSB 3rd District Patrol,M,59053,6438.56
POL,Department of Police,PSB 2nd District Patrol,M,59053,3196.72
POL,Department of Police,PSB 5th District Patrol,M,59053,7256.99
POL,Department of Police,PSB 4th District Patrol,M,70139,8507.02
POL,Department of Police,PSB 4th District Patrol,M,59053,11741.8
POL,Department of Police,PSB 3rd District Patrol,M,61120,16680.48
POL,Department of Police,Patrol Services Bureau,M,54339,2828.68
POL,Department of Police,PSB 6th District Patrol,F,59053,8814.04
POL,Department of Police,PSB 4th District Patrol,F,59053,6919.28
POL,Department of Police,PSB 4th District Patrol,M,59053,959.25
POL,Department of Police,PSB 3rd District Patrol,M,59053,4244.56
POL,Department of Police,PSB 2nd District Patrol,F,59053,63.89
POL,Department of Police,PSB 5th District Patrol,F,59053,352.71
POL,Department of Police,PSB 5th District Patrol,M,59053,4818.49
POL,Department of Police,PSB 5th District Patrol,M,59053,2841.47
POL,Department of Police,PSB 6th District Patrol,M,59053,498.78
POL,Department of Police,PSB 2nd District Patrol,M,65476,5207.31
POL,Department of Police,PSB 5th District Patrol,F,59053,874.5
POL,Department of Police,PSB 2nd District Patrol,M,70139,5218.7
POL,Department of Police,PSB 2nd District Station,F,48086.92,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,17975.81,0
POL,Department of Police,MSB Management and Budget Division Central Supply Section,M,41436.23,0
POL,Department of Police,FSB Animal Services Division,F,43158.13,1427.95
POL,Department of Police,FSB Animal Services Division,F,51928.58,2387.21
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.27,0
POL,Department of Police,FSB Traffic Division School Safety Section,M,18380.27,0
POL,Department of Police,Patrol Services Bureau,M,54339,870.89
POL,Department of Police,MSB Personnel Division,M,85468.41,0
POL,Department of Police,MSB Communications Division,M,74678.19,0
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,59005.84,6351.26
POL,Department of Police,MSB Communications Division,F,54401.28,6866.18
POL,Department of Police,MSB Communications Division,F,52561.61,9589.88
POL,Department of Police,FSB Traffic Division School Safety Section,F,17367.94,0
POL,Department of Police,MSB Information Management and Technology Division,F,108259.99,0
POL,Department of Police,HQ Office of the Chief,F,76351.78,0
POL,Department of Police,MSB Communications Division,F,54401.37,7167.47
POL,Department of Police,MSB Communications Division,M,51405.09,1309.91
POL,Department of Police,MSB Communications Division,F,54401.37,8965.44
POL,Department of Police,MSB Communications Division,F,51186.74,5034.84
POL,Department of Police,FSB Traffic Division School Safety Section,M,18381.87,0
POL,Department of Police,PSB 3rd District Patrol,M,65476,26456.63
POL,Department of Police,MSB Information Management and Technology Division,M,156808.56,0
POL,Department of Police,MSB Training and Education Division,M,54339,2306.92
POL,Department of Police,PSB 1st District Patrol,M,56241,2083.08
POL,Department of Police,Patrol Services Bureau,M,58209,3592.39
POL,Department of Police,PSB 2nd District Patrol,M,56241,5659.22
POL,Department of Police,PSB 4th District Patrol,M,56241,8786.11
POL,Department of Police,PSB 1st District Patrol,M,56241,1060.17
POL,Department of Police,PSB 3rd District Patrol,M,58209,8131.27
POL,Department of Police,PSB 3rd District Patrol,F,56241,6016.96
POL,Department of Police,PSB 5th District Patrol,M,58209,5942.13
POL,Department of Police,PSB 6th District Patrol,M,56241,2258.18
POL,Department of Police,PSB 1st District Patrol,F,56241,6609.74
POL,Department of Police,Patrol Services Bureau,M,56241,1018.91
POL,Department of Police,Patrol Services Bureau,M,56241,4077.66
POL,Department of Police,PSB 3rd District Patrol,M,62358,15037.81
POL,Department of Police,PSB 5th District Patrol,F,54339,309.55
POL,Department of Police,Patrol Services Bureau,M,56241,10347.42
POL,Department of Police,PSB 2nd District Patrol,M,56241,2216.08
POL,Department of Police,PSB 6th District Patrol,F,56241,1743.81
POL,Department of Police,PSB 2nd District Patrol,F,56241,3174.72
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,45316.03,3987.4
POL,Department of Police,PSB 3rd District Patrol,M,56241,7835.58
POL,Department of Police,PSB 4th District Patrol,F,56241,3794.97
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,M,46882.49,672.61
POL,Department of Police,PSB 5th District Patrol,F,56241,9429.39
POL,Department of Police,PSB 6th District Patrol,M,56241,3096.48
POL,Department of Police,PSB 4th District Patrol,M,56241,11385.19
POL,Department of Police,Patrol Services Bureau,M,66800,6089.16
POL,Department of Police,PSB 2nd District Patrol,M,56241,8507.85
POL,Department of Police,PSB 6th District Patrol,M,56241,5122.61
POL,Department of Police,MSB Information Mgmt and Tech Division Warrant Control Section,F,46882.49,2706.18
POL,Department of Police,MSB Communications Division,M,54401.28,6153.33
POL,Department of Police,MSB Communications Division,F,54401.28,6287.67
POL,Department of Police,MSB Communications Division,M,54401.28,13725.99
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0
POL,Department of Police,MSB Communications Division,F,54234.03,6610.61
POL,Department of Police,MSB Communications Division,F,54401.28,10740.1
POL,Department of Police,MSB Communications Division,F,41047,170.29
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,69268.52,35.41
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,53100.66,842.53
POL,Department of Police,MSB Communications Division,M,54401.27,7690.01
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0
POL,Department of Police,FSB Animal Services Division,F,51000,2252.78
POL,Department of Police,MSB Personnel Division,F,17367.85,0
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,74072.62,25.24
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,56195.75,3676.32
POL,Department of Police,MSB Communications Division,M,54401.28,5266.16
POL,Department of Police,MSB Communications Division,F,54401.28,12549.77
POL,Department of Police,MSB Communications Division,M,64611.63,30443.42
POL,Department of Police,MSB Communications Division,F,64611.22,14321.49
POL,Department of Police,MSB Communications Division,F,60315.65,6844
POL,Department of Police,FSB Animal Services Division,F,114151.9,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,18380.18,0
POL,Department of Police,MSB Personnel Division,F,16780.53,0
POL,Department of Police,MSB Communications Division,F,52561.61,9951.8
POL,Department of Police,MSB Communications Division,F,46731.82,1881.02
POL,Department of Police,MSB Communications Division,F,52561.61,5483.96
POL,Department of Police,MSB Communications Division,F,52561.61,6264.74
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0
POL,Department of Police,MSB Communications Division,M,52561.61,6021.45
POL,Department of Police,PSB 2nd District Patrol,M,54339,4139.5
POL,Department of Police,Patrol Services Bureau,M,54339,3140.86
POL,Department of Police,Patrol Services Bureau,M,54339,3260.39
POL,Department of Police,Patrol Services Bureau,M,54339,4057.86
POL,Department of Police,Patrol Services Bureau,M,54339,3322.53
POL,Department of Police,PSB 6th District Patrol,M,54339,7254.08
POL,Department of Police,PSB 3rd District Patrol,M,54339,654.31
POL,Department of Police,PSB 4th District Patrol,M,54339,1406.85
POL,Department of Police,PSB 2nd District Patrol,M,54339,9524.83
POL,Department of Police,Patrol Services Bureau,F,54339,5474.37
POL,Department of Police,Patrol Services Bureau,M,54339,0
POL,Department of Police,PSB 3rd District Patrol,M,60247,6612.8
POL,Department of Police,PSB 4th District Patrol,M,64541,9916.49
POL,Department of Police,PSB 5th District Patrol,M,64541,0
POL,Department of Police,Patrol Services Bureau,M,54339,2788.11
POL,Department of Police,Patrol Services Bureau,F,54339,2484.57
POL,Department of Police,MSB Communications Division,M,46167.61,2934.7
POL,Department of Police,Patrol Services Bureau,F,54339,1116.89
POL,Department of Police,Patrol Services Bureau,M,54339,3037.59
POL,Department of Police,Patrol Services Bureau,M,54339,2267.04
POL,Department of Police,PSB 3rd District Patrol,M,54339,7681.22
POL,Department of Police,Patrol Services Bureau,F,54339,7197.98
POL,Department of Police,Patrol Services Bureau,M,56241,1327.51
POL,Department of Police,Patrol Services Bureau,M,54339,78.39
POL,Department of Police,Patrol Services Bureau,M,54339,0
POL,Department of Police,Patrol Services Bureau,M,54339,2131.81
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,17758.63,0
POL,Department of Police,MSB Training and Education Division,M,77066.1,277.9
POL,Department of Police,FSB Traffic Division School Safety Section,M,17758.63,0
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,82870.7,0
POL,Department of Police,FSB Animal Services Division,F,71243.91,0
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,F,43783.57,0
